draw,production_kgco2e
1254,4234.514997832945
1255,4158.1203423859715
1256,4166.246658578667
1257,3971.8252504490056
1258,3959.297956811043
1259,3787.5142195795142
1260,4145.692111290585
1261,3883.240365948368
1262,3812.8889802864906
1263,3607.350905039514
1264,3696.949220855341
1265,4064.594380536446
1266,4458.416198950759
1267,3820.3803462135106
1268,3758.089818651114
1269,4359.423806969462
1270,4098.078127385701
1271,4237.574382714735
1272,3773.5142426081206
1273,4242.694621630577
1274,3536.0909415639157
1275,4022.7032024063246
1276,4059.9040376505486
1277,3965.06543312115
1278,3587.8379306977067
1279,3786.4667064101677
1280,3729.7357899365916
1281,4008.609718086497
1282,3839.4728606416925
1283,4102.733345610362
1284,3868.024632156831
1285,3997.425330135646
1286,3810.1216116665023
1287,4342.469562893407
1288,4214.926408450066
1289,4120.138931930437
1290,4052.3867674326516
1291,4146.547053349115
1292,3823.8713113814656
1293,3551.4765424697016
1294,4013.048817064683
1295,4008.6473500693637
1296,4246.432597686199
1297,4614.383792644649
1298,3977.9216021272505
1299,4103.3436570609765
1300,3921.657637563503
1301,3859.409120548611
1302,4016.352747451645
1303,4106.451716720869
1304,3896.4842681065134
1305,4395.359310581933
1306,3977.2553062070583
1307,3957.3959880845478
1308,3995.7500115437933
1309,4265.141593465456
1310,3854.8819798848126
